Starting wifi sniffing
Starting position caching
1485178715,Cognimatics 2.4,e0:3f:49:25:d6:b0,-74
1485178715,Cognimatics 2.4,e0:3f:49:25:d6:b0,-72
1485178715,Cognimatics 2.4,e0:3f:49:25:d6:b0,-72
1485178716,Cognimatics 2.4,e0:3f:49:25:d6:b0,-72
1485178716,Cognimatics 2.4,e0:3f:49:25:d6:b0,-66
1485178716,Cognimatics Guest,e0:3f:49:25:d6:b1,-66
1485178716,Cognimatics 2.4,e0:3f:49:25:d6:b0,-66
1485178716,Cognimatics Guest,e0:3f:49:25:d6:b1,-66
1485178716,Cognimatics 2.4,e0:3f:49:25:d6:b0,-66
1485178716,Cognimatics Guest,e0:3f:49:25:d6:b1,-66
1485178716,Cognimatics Guest,e0:3f:49:25:d6:b1,-68
1485178716,Cognimatics Guest,e0:3f:49:25:d6:b1,-64
1485178716,Cognimatics 2.4,e0:3f:49:25:d6:b0,-64
1485178716,Cognimatics 2.4,e0:3f:49:25:d6:b0,-64
1485178716,Cognimatics Guest,e0:3f:49:25:d6:b1,-66
1485178716,Cognimatics Guest,e0:3f:49:25:d6:b1,-62
1485178717,Worxmate Guest,28:10:7b:15:f1:8e,-50
1485178717,Cognimatics 2.4,e0:3f:49:25:d6:b0,-70
1485178717,Cognimatics Guest,e0:3f:49:25:d6:b1,-72
1485178717,Cognimatics Guest,e0:3f:49:25:d6:b1,-62
1485178717,Worxmate Guest,28:10:7b:15:f1:8e,-44
1485178717,Cognimatics 2.4,e0:3f:49:25:d6:b0,-66
1485178717,Cognimatics Guest,e0:3f:49:25:d6:b1,-66
1485178717,Worxmate Guest,28:10:7b:15:f1:8e,-40
1485178717,Cognimatics Guest,e0:3f:49:25:d6:b1,-66
1485178717,Cognimatics 2.4,e0:3f:49:25:d6:b0,-64
1485178717,Cognimatics Guest,e0:3f:49:25:d6:b1,-66
1485178717,Cognimatics 2.4,e0:3f:49:25:d6:b0,-68
1485178717,Cognimatics Guest,e0:3f:49:25:d6:b1,-68
1485178718,Cognimatics 2.4,e0:3f:49:25:d6:b0,-72
1485178718,Cognimatics Guest,e0:3f:49:25:d6:b1,-70
1485178718,Cognimatics Guest,e0:3f:49:25:d6:b1,-66
1485178718,Cognimatics Guest,e0:3f:49:25:d6:b1,-66
1485178718,Cognimatics 2.4,e0:3f:49:25:d6:b0,-66
1485178718,Cognimatics Guest,e0:3f:49:25:d6:b1,-66
1485178718,Cognimatics 2.4,e0:3f:49:25:d6:b0,-74
1485178718,Cognimatics 2.4,e0:3f:49:25:d6:b0,-72
1485178719,Worxmate Guest,28:10:7b:15:f1:8e,-54
1485178719,Cognimatics Guest,e0:3f:49:25:d6:b1,-66
1485178719,Worxmate Guest,28:10:7b:15:f1:8e,-54
1485178719,Cognimatics 2.4,e0:3f:49:25:d6:b0,-68
1485178719,Cognimatics Guest,e0:3f:49:25:d6:b1,-68
1485178719,Worxmate Guest,28:10:7b:15:f1:8e,-50
1485178719,Cognimatics 2.4,e0:3f:49:25:d6:b0,-64
1485178719,Cognimatics Guest,e0:3f:49:25:d6:b1,-62
1485178719,Cognimatics 2.4,e0:3f:49:25:d6:b0,-60
1485178719,Cognimatics 2.4,e0:3f:49:25:d6:b0,-60
1485178719,Cognimatics 2.4,e0:3f:49:25:d6:b0,-60
1485178719,Cognimatics 2.4,e0:3f:49:25:d6:b0,-60
1485178719,Cognimatics Guest,e0:3f:49:25:d6:b1,-60
1485178719,Cognimatics Guest,e0:3f:49:25:d6:b1,-60
1485178719,Cognimatics 2.4,e0:3f:49:25:d6:b0,-66
1485178719,Cognimatics 2.4,e0:3f:49:25:d6:b0,-60
1485178719,Cognimatics 2.4,e0:3f:49:25:d6:b0,-64
1485178719,Cognimatics Guest,e0:3f:49:25:d6:b1,-62
1485178719,Cognimatics Guest,e0:3f:49:25:d6:b1,-60
1485178719,Cognimatics Guest,e0:3f:49:25:d6:b1,-60
1485178719,Cognimatics 2.4,e0:3f:49:25:d6:b0,-66
1485178720,Cognimatics 2.4,e0:3f:49:25:d6:b0,-68
1485178720,Cognimatics 2.4,e0:3f:49:25:d6:b0,-68
1485178720,Cognimatics Guest,e0:3f:49:25:d6:b1,-70
1485178721,Worxmate Guest,28:10:7b:15:f1:8e,-50
1485178721,Cognimatics Guest,e0:3f:49:25:d6:b1,-68
1485178721,Worxmate Guest,28:10:7b:15:f1:8e,-46
1485178721,Cognimatics Guest,e0:3f:49:25:d6:b1,-66
1485178721,Cognimatics 2.4,e0:3f:49:25:d6:b0,-68
1485178721,Cognimatics Guest,e0:3f:49:25:d6:b1,-72
1485178721,Worxmate Guest,28:10:7b:15:f1:8e,-42
1485178721,Worxmate Guest,28:10:7b:15:f1:8e,-40
1485178721,Cognimatics Guest,e0:3f:49:25:d6:b1,-74
1485178721,Cognimatics 2.4,e0:3f:49:25:d6:b0,-70
1485178721,Cognimatics Guest,e0:3f:49:25:d6:b1,-70
1485178721,Worxmate Guest,28:10:7b:15:f1:8e,-48
1485178721,Cognimatics 2.4,e0:3f:49:25:d6:b0,-62
1485178721,Cognimatics Guest,e0:3f:49:25:d6:b1,-62
1485178721,Cognimatics Guest,e0:3f:49:25:d6:b1,-62
1485178722,Cognimatics 2.4,e0:3f:49:25:d6:b0,-62
1485178722,Cognimatics Guest,e0:3f:49:25:d6:b1,-62
1485178722,Cognimatics Guest,e0:3f:49:25:d6:b1,-66
1485178722,Cognimatics 2.4,e0:3f:49:25:d6:b0,-66
1485178722,Cognimatics 2.4,e0:3f:49:25:d6:b0,-68
1485178722,Cognimatics Guest,e0:3f:49:25:d6:b1,-70
1485178722,Cognimatics Guest,e0:3f:49:25:d6:b1,-66
1485178722,Cognimatics 2.4,e0:3f:49:25:d6:b0,-58
1485178722,Cognimatics Guest,e0:3f:49:25:d6:b1,-60
1485178723,Cognimatics 2.4,e0:3f:49:25:d6:b0,-60
1485178723,Worxmate Guest,28:10:7b:15:f1:8e,-54
1485178723,Cognimatics 2.4,e0:3f:49:25:d6:b0,-60
1485178723,Cognimatics Guest,e0:3f:49:25:d6:b1,-60
1485178723,Worxmate Guest,28:10:7b:15:f1:8e,-56
