1485178717,Worxmate Guest,28:10:7b:15:f1:8e,-50
1485178717,Worxmate Guest,28:10:7b:15:f1:8e,-44
1485178717,Worxmate Guest,28:10:7b:15:f1:8e,-40
1485178719,Worxmate Guest,28:10:7b:15:f1:8e,-54
1485178719,Worxmate Guest,28:10:7b:15:f1:8e,-54
1485178719,Worxmate Guest,28:10:7b:15:f1:8e,-50
1485178721,Worxmate Guest,28:10:7b:15:f1:8e,-50
1485178721,Worxmate Guest,28:10:7b:15:f1:8e,-46
1485178721,Worxmate Guest,28:10:7b:15:f1:8e,-42
1485178721,Worxmate Guest,28:10:7b:15:f1:8e,-40
1485178721,Worxmate Guest,28:10:7b:15:f1:8e,-48
1485178723,Worxmate Guest,28:10:7b:15:f1:8e,-54
1485178723,Worxmate Guest,28:10:7b:15:f1:8e,-56
1485178723,Worxmate Guest,28:10:7b:15:f1:8e,-56
1485178723,Worxmate Guest,28:10:7b:15:f1:8e,-56
1485178723,Worxmate Guest,28:10:7b:15:f1:8e,-60
1485178725,Worxmate Guest,28:10:7b:15:f1:8e,-52
1485178725,Worxmate Guest,28:10:7b:15:f1:8e,-48
1485178725,Worxmate Guest,28:10:7b:15:f1:8e,-48
1485178725,Worxmate Guest,28:10:7b:15:f1:8e,-52
1485178727,Worxmate Guest,28:10:7b:15:f1:8e,-48
1485178727,Worxmate Guest,28:10:7b:15:f1:8e,-50
1485178727,Worxmate Guest,28:10:7b:15:f1:8e,-48
1485178727,Worxmate Guest,28:10:7b:15:f1:8e,-44
1485178729,Worxmate Guest,28:10:7b:15:f1:8e,-56
1485178729,Worxmate Guest,28:10:7b:15:f1:8e,-52
1485178729,Worxmate Guest,28:10:7b:15:f1:8e,-50
1485178729,Worxmate Guest,28:10:7b:15:f1:8e,-48
1485178731,Worxmate Guest,28:10:7b:15:f1:8e,-54
1485178731,Worxmate Guest,28:10:7b:15:f1:8e,-44
1485178731,Worxmate Guest,28:10:7b:15:f1:8e,-46
1485178731,Worxmate Guest,28:10:7b:15:f1:8e,-48
1485178731,Worxmate Guest,28:10:7b:15:f1:8e,-52
1485178733,Worxmate Guest,28:10:7b:15:f1:8e,-48
1485178733,Worxmate Guest,28:10:7b:15:f1:8e,-42
1485178733,Worxmate Guest,28:10:7b:15:f1:8e,-42
1485178733,Worxmate Guest,28:10:7b:15:f1:8e,-46
1485178735,Worxmate Guest,28:10:7b:15:f1:8e,-56
1485178735,Worxmate Guest,28:10:7b:15:f1:8e,-52
1485178735,Worxmate Guest,28:10:7b:15:f1:8e,-50
1485178735,Worxmate Guest,28:10:7b:15:f1:8e,-52
1485178737,Worxmate Guest,28:10:7b:15:f1:8e,-50
1485178737,Worxmate Guest,28:10:7b:15:f1:8e,-42
1485178737,Worxmate Guest,28:10:7b:15:f1:8e,-44
1485178737,Worxmate Guest,28:10:7b:15:f1:8e,-50
1485178739,Worxmate Guest,28:10:7b:15:f1:8e,-44
1485178739,Worxmate Guest,28:10:7b:15:f1:8e,-44
1485178739,Worxmate Guest,28:10:7b:15:f1:8e,-48
1485178739,Worxmate Guest,28:10:7b:15:f1:8e,-58
1485178741,Worxmate Guest,28:10:7b:15:f1:8e,-54
1485178741,Worxmate Guest,28:10:7b:15:f1:8e,-52
1485178741,Worxmate Guest,28:10:7b:15:f1:8e,-48
1485178741,Worxmate Guest,28:10:7b:15:f1:8e,-48
1485178743,Worxmate Guest,28:10:7b:15:f1:8e,-48
1485178743,Worxmate Guest,28:10:7b:15:f1:8e,-48
1485178743,Worxmate Guest,28:10:7b:15:f1:8e,-54
1485178745,Worxmate Guest,28:10:7b:15:f1:8e,-48
1485178745,Worxmate Guest,28:10:7b:15:f1:8e,-42
1485178745,Worxmate Guest,28:10:7b:15:f1:8e,-44
1485178745,Worxmate Guest,28:10:7b:15:f1:8e,-48
1485178745,Worxmate Guest,28:10:7b:15:f1:8e,-52
1485178747,Worxmate Guest,28:10:7b:15:f1:8e,-46
1485178747,Worxmate Guest,28:10:7b:15:f1:8e,-40
1485178747,Worxmate Guest,28:10:7b:15:f1:8e,-58
1485178748,Worxmate Guest,28:10:7b:15:f1:8e,-54
1485178749,Worxmate Guest,28:10:7b:15:f1:8e,-50
1485178749,Worxmate Guest,28:10:7b:15:f1:8e,-44
1485178751,Worxmate Guest,28:10:7b:15:f1:8e,-44
1485178751,Worxmate Guest,28:10:7b:15:f1:8e,-42
1485178752,Worxmate Guest,28:10:7b:15:f1:8e,-50
1485178753,Worxmate Guest,28:10:7b:15:f1:8e,-50
1485178753,Worxmate Guest,28:10:7b:15:f1:8e,-48
1485178753,Worxmate Guest,28:10:7b:15:f1:8e,-40
1485178755,Worxmate Guest,28:10:7b:15:f1:8e,-40
1485178756,Worxmate Guest,28:10:7b:15:f1:8e,-54
1485178757,Worxmate Guest,28:10:7b:15:f1:8e,-46
1485178759,Worxmate Guest,28:10:7b:15:f1:8e,-50
1485178759,Worxmate Guest,28:10:7b:15:f1:8e,-44
1485178759,Worxmate Guest,28:10:7b:15:f1:8e,-42
1485178761,Worxmate Guest,28:10:7b:15:f1:8e,-48
1485178761,Worxmate Guest,28:10:7b:15:f1:8e,-40
1485178762,Worxmate Guest,28:10:7b:15:f1:8e,-38
1485178763,Worxmate Guest,28:10:7b:15:f1:8e,-52
